"Code";"Name";"Indicators";"Year";"Value";"Measure Unit";"Attribute";
1009082;"Sulmierzyce (2)";"population in thousands men";"2023";2.16;"thousand persons";"";
1009082;"Sulmierzyce (2)";"population in thousands women";"2023";2.23;"thousand persons";"";
1009082;"Sulmierzyce (2)";"urbanization rate";"2023";0.0;"%";"";
1010000;"Powiat piotrkowski";"population per 1 km2";"2023";63.1;"person";"";
1010000;"Powiat piotrkowski";"population density of the built-up and urbanized area";"2023";;"person";"";
1010000;"Powiat piotrkowski";"population chenge per 1000 inhabitants";"2023";-4.4;"person";"";
1010000;"Powiat piotrkowski";"population in thousands";"2023";90.12;"thousand persons";"";
1010000;"Powiat piotrkowski";"population in thousands men";"2023";44.39;"thousand persons";"";
1010000;"Powiat piotrkowski";"population in thousands women";"2023";45.74;"thousand persons";"";
1010000;"Powiat piotrkowski";"urbanization rate";"2023";10.9;"%";"";
1010012;"Aleksandrów (2)";"population per 1 km2";"2023";29.5;"person";"";
1010012;"Aleksandrów (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010012;"Aleksandrów (2)";"population chenge per 1000 inhabitants";"2023";-4.7;"person";"";
1010012;"Aleksandrów (2)";"population in thousands";"2023";4.24;"thousand persons";"";
1010012;"Aleksandrów (2)";"population in thousands men";"2023";2.15;"thousand persons";"";
1010012;"Aleksandrów (2)";"population in thousands women";"2023";2.10;"thousand persons";"";
1010012;"Aleksandrów (2)";"urbanization rate";"2023";0.0;"%";"";
1010022;"Czarnocin (2)";"population per 1 km2";"2023";55.9;"person";"";
1010022;"Czarnocin (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010022;"Czarnocin (2)";"population chenge per 1000 inhabitants";"2023";-9.1;"person";"";
1010022;"Czarnocin (2)";"population in thousands";"2023";4.02;"thousand persons";"";
1010022;"Czarnocin (2)";"population in thousands men";"2023";1.95;"thousand persons";"";
1010022;"Czarnocin (2)";"population in thousands women";"2023";2.06;"thousand persons";"";
1010022;"Czarnocin (2)";"urbanization rate";"2023";0.0;"%";"";
1010032;"Gorzkowice (2)";"population per 1 km2";"2023";80.3;"person";"";
1010032;"Gorzkowice (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010032;"Gorzkowice (2)";"population chenge per 1000 inhabitants";"2023";-4.6;"person";"";
1010032;"Gorzkowice (2)";"population in thousands";"2023";8.21;"thousand persons";"";
1010032;"Gorzkowice (2)";"population in thousands men";"2023";3.99;"thousand persons";"";
1010032;"Gorzkowice (2)";"population in thousands women";"2023";4.22;"thousand persons";"";
1010032;"Gorzkowice (2)";"urbanization rate";"2023";0.0;"%";"";
1010042;"Grabica (2)";"population per 1 km2";"2023";47.5;"person";"";
1010042;"Grabica (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010042;"Grabica (2)";"population chenge per 1000 inhabitants";"2023";4.0;"person";"";
1010042;"Grabica (2)";"population in thousands";"2023";6.06;"thousand persons";"";
1010042;"Grabica (2)";"population in thousands men";"2023";3.01;"thousand persons";"";
1010042;"Grabica (2)";"population in thousands women";"2023";3.05;"thousand persons";"";
1010042;"Grabica (2)";"urbanization rate";"2023";0.0;"%";"";
1010052;"Łęki Szlacheckie (2)";"population per 1 km2";"2023";29.2;"person";"";
1010052;"Łęki Szlacheckie (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010052;"Łęki Szlacheckie (2)";"population chenge per 1000 inhabitants";"2023";-7.5;"person";"";
1010052;"Łęki Szlacheckie (2)";"population in thousands";"2023";3.18;"thousand persons";"";
1010052;"Łęki Szlacheckie (2)";"population in thousands men";"2023";1.60;"thousand persons";"";
1010052;"Łęki Szlacheckie (2)";"population in thousands women";"2023";1.58;"thousand persons";"";
1010052;"Łęki Szlacheckie (2)";"urbanization rate";"2023";0.0;"%";"";
1010062;"Moszczenica (2)";"population per 1 km2";"2023";112.7;"person";"";
1010062;"Moszczenica (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010062;"Moszczenica (2)";"population chenge per 1000 inhabitants";"2023";-4.2;"person";"";
1010062;"Moszczenica (2)";"population in thousands";"2023";12.56;"thousand persons";"";
1010062;"Moszczenica (2)";"population in thousands men";"2023";6.16;"thousand persons";"";
1010062;"Moszczenica (2)";"population in thousands women";"2023";6.41;"thousand persons";"";
1010062;"Moszczenica (2)";"urbanization rate";"2023";0.0;"%";"";
1010072;"Ręczno (2)";"population per 1 km2";"2023";37.7;"person";"";
1010072;"Ręczno (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010072;"Ręczno (2)";"population chenge per 1000 inhabitants";"2023";-6.0;"person";"";
1010072;"Ręczno (2)";"population in thousands";"2023";3.33;"thousand persons";"";
1010072;"Ręczno (2)";"population in thousands men";"2023";1.65;"thousand persons";"";
1010072;"Ręczno (2)";"population in thousands women";"2023";1.68;"thousand persons";"";
1010072;"Ręczno (2)";"urbanization rate";"2023";0.0;"%";"";
1010083;"Rozprza (3)";"population per 1 km2";"2023";74.7;"person";"";
1010083;"Rozprza (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010083;"Rozprza (3)";"population chenge per 1000 inhabitants";"2023";0.0;"person";"z";
1010083;"Rozprza (3)";"population in thousands";"2023";12.19;"thousand persons";"";
1010083;"Rozprza (3)";"population in thousands men";"2023";5.95;"thousand persons";"";
1010083;"Rozprza (3)";"population in thousands women";"2023";6.24;"thousand persons";"";
1010083;"Rozprza (3)";"urbanization rate";"2023";13.3;"%";"";
1010084;"Rozprza - urban area (4)";"population per 1 km2";"2023";388.0;"person";"";
1010084;"Rozprza - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010084;"Rozprza - urban area (4)";"population chenge per 1000 inhabitants";"2023";0.0;"person";"z";
1010084;"Rozprza - urban area (4)";"population in thousands";"2023";1.62;"thousand persons";"";
1010084;"Rozprza - urban area (4)";"population in thousands men";"2023";0.78;"thousand persons";"";
1010084;"Rozprza - urban area (4)";"population in thousands women";"2023";0.85;"thousand persons";"";
1010084;"Rozprza - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
1010085;"Rozprza - rural area (5)";"population per 1 km2";"2023";66.4;"person";"";
1010085;"Rozprza - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010085;"Rozprza - rural area (5)";"population chenge per 1000 inhabitants";"2023";0.0;"person";"z";
1010085;"Rozprza - rural area (5)";"population in thousands";"2023";10.56;"thousand persons";"";
1010085;"Rozprza - rural area (5)";"population in thousands men";"2023";5.17;"thousand persons";"";
1010085;"Rozprza - rural area (5)";"population in thousands women";"2023";5.39;"thousand persons";"";
1010085;"Rozprza - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
1010093;"Sulejów (3)";"population per 1 km2";"2023";88.0;"person";"";
1010093;"Sulejów (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010093;"Sulejów (3)";"population chenge per 1000 inhabitants";"2023";-3.1;"person";"";
1010093;"Sulejów (3)";"population in thousands";"2023";16.58;"thousand persons";"";
1010093;"Sulejów (3)";"population in thousands men";"2023";8.21;"thousand persons";"";
1010093;"Sulejów (3)";"population in thousands women";"2023";8.37;"thousand persons";"";
1010093;"Sulejów (3)";"urbanization rate";"2023";35.8;"%";"";
1010094;"Sulejów - urban area (4)";"population per 1 km2";"2023";225.9;"person";"";
1010094;"Sulejów - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010094;"Sulejów - urban area (4)";"population chenge per 1000 inhabitants";"2023";-8.9;"person";"";
1010094;"Sulejów - urban area (4)";"population in thousands";"2023";5.93;"thousand persons";"";
1010094;"Sulejów - urban area (4)";"population in thousands men";"2023";2.88;"thousand persons";"";
1010094;"Sulejów - urban area (4)";"population in thousands women";"2023";3.05;"thousand persons";"";
1010094;"Sulejów - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
1010095;"Sulejów - rural area (5)";"population per 1 km2";"2023";65.6;"person";"";
1010095;"Sulejów - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010095;"Sulejów - rural area (5)";"population chenge per 1000 inhabitants";"2023";0.1;"person";"";
1010095;"Sulejów - rural area (5)";"population in thousands";"2023";10.65;"thousand persons";"";
1010095;"Sulejów - rural area (5)";"population in thousands men";"2023";5.33;"thousand persons";"";
1010095;"Sulejów - rural area (5)";"population in thousands women";"2023";5.32;"thousand persons";"";
1010095;"Sulejów - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
1010102;"Wola Krzysztoporska (2)";"population per 1 km2";"2023";69.8;"person";"";
1010102;"Wola Krzysztoporska (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010102;"Wola Krzysztoporska (2)";"population chenge per 1000 inhabitants";"2023";-3.8;"person";"";
1010102;"Wola Krzysztoporska (2)";"population in thousands";"2023";11.92;"thousand persons";"";
1010102;"Wola Krzysztoporska (2)";"population in thousands men";"2023";5.86;"thousand persons";"";
1010102;"Wola Krzysztoporska (2)";"population in thousands women";"2023";6.06;"thousand persons";"";
1010102;"Wola Krzysztoporska (2)";"urbanization rate";"2023";0.0;"%";"";
1010113;"Wolbórz (3)";"population per 1 km2";"2023";51.7;"person";"";
1010113;"Wolbórz (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010113;"Wolbórz (3)";"population chenge per 1000 inhabitants";"2023";-4.4;"person";"";
1010113;"Wolbórz (3)";"population in thousands";"2023";7.84;"thousand persons";"";
1010113;"Wolbórz (3)";"population in thousands men";"2023";3.86;"thousand persons";"";
1010113;"Wolbórz (3)";"population in thousands women";"2023";3.98;"thousand persons";"";
1010113;"Wolbórz (3)";"urbanization rate";"2023";28.9;"%";"";
1010114;"Wolbórz - urban area (4)";"population per 1 km2";"2023";149.5;"person";"";
1010114;"Wolbórz - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010114;"Wolbórz - urban area (4)";"population chenge per 1000 inhabitants";"2023";-2.2;"person";"";
1010114;"Wolbórz - urban area (4)";"population in thousands";"2023";2.27;"thousand persons";"";
1010114;"Wolbórz - urban area (4)";"population in thousands men";"2023";1.07;"thousand persons";"";
1010114;"Wolbórz - urban area (4)";"population in thousands women";"2023";1.20;"thousand persons";"";
1010114;"Wolbórz - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
1010115;"Wolbórz - rural area (5)";"population per 1 km2";"2023";40.8;"person";"";
1010115;"Wolbórz - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
1010115;"Wolbórz - rural area (5)";"population chenge per 1000 inhabitants";"2023";-5.4;"person";"";
1010115;"Wolbórz - rural area (5)";"population in thousands";"2023";5.57;"thousand persons";"";
1010115;"Wolbórz - rural area (5)";"population in thousands men";"2023";2.79;"thousand persons";"";
1010115;"Wolbórz - rural area (5)";"population in thousands women";"2023";2.78;"thousand persons";"";
1010115;"Wolbórz - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
1011000;"Powiat poddębicki";"population per 1 km2";"2023";44.7;"person";"";
1011000;"Powiat poddębicki";"population density of the built-up and urbanized area";"2023";;"person";"";
1011000;"Powiat poddębicki";"population chenge per 1000 inhabitants";"2023";-6.7;"person";"";
1011000;"Powiat poddębicki";"population in thousands";"2023";39.36;"thousand persons";"";
1011000;"Powiat poddębicki";"population in thousands men";"2023";19.44;"thousand persons";"";
1011000;"Powiat poddębicki";"population in thousands women";"2023";19.92;"thousand persons";"";
1011000;"Powiat poddębicki";"urbanization rate";"2023";24.7;"%";"";
1011012;"Dalików (2)";"population per 1 km2";"2023";35.1;"person";"";
1011012;"Dalików (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1011012;"Dalików (2)";"population chenge per 1000 inhabitants";"2023";10.6;"person";"";
1011012;"Dalików (2)";"population in thousands";"2023";4.02;"thousand persons";"";
1011012;"Dalików (2)";"population in thousands men";"2023";2.04;"thousand persons";"";
1011012;"Dalików (2)";"population in thousands women";"2023";1.98;"thousand persons";"";
1011012;"Dalików (2)";"urbanization rate";"2023";0.0;"%";"";
1011022;"Pęczniew (2)";"population per 1 km2";"2023";26.3;"person";"";
1011022;"Pęczniew (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
1011022;"Pęczniew (2)";"population chenge per 1000 inhabitants";"2023";-5.6;"person";"";
1011022;"Pęczniew (2)";"population in thousands";"2023";3.35;"thousand persons";"";
1011022;"Pęczniew (2)";"population in thousands men";"2023";1.68;"thousand persons";"";
1011022;"Pęczniew (2)";"population in thousands women";"2023";1.68;"thousand persons";"";
1011022;"Pęczniew (2)";"urbanization rate";"2023";0.0;"%";"";
1011033;"Poddębice (3)";"population per 1 km2";"2023";64.7;"person";"";
1011033;"Poddębice (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
1011033;"Poddębice (3)";"population chenge per 1000 inhabitants";"2023";-10.2;"person";"";
1011033;"Poddębice (3)";"population in thousands";"2023";14.52;"thousand persons";"";
1011033;"Poddębice (3)";"population in thousands men";"2023";7.07;"thousand persons";"";
1011033;"Poddębice (3)";"population in thousands women";"2023";7.46;"thousand persons";"";
1011033;"Poddębice (3)";"urbanization rate";"2023";46.5;"%";"";
1011034;"Poddębice - urban area (4)";"population per 1 km2";"2023";1150.9;"person";"";
1011034;"Poddębice - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
1011034;"Poddębice - urban area (4)";"population chenge per 1000 inhabitants";"2023";-14.2;"person";"";
1011034;"Poddębice - urban area (4)";"population in thousands";"2023";6.76;"thousand persons";"";
1011034;"Poddębice - urban area (4)";"population in thousands men";"2023";3.18;"thousand persons";"";
1011034;"Poddębice - urban area (4)";"population in thousands women";"2023";3.57;"thousand persons";"";
1011034;"Poddębice - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
